customer_id,nome,email,numero_conta,data_nascimento,cidade,country,gender,age,credit_score,tenure,balance,limite_credito,products_number,credit_card,active_member,estimated_salary,churn,perfil
15785358,Rodrigo Santos Gomes,rodrigo.santos@hotmail.com,64743-8,27/10/1978,Stuttgart,Germany,Male,46,586,8,106968.96,124450.29,1,1,1,79366.98,1,cliente em risco de churn
15798439,Paulo Roberto Mendes,paulo.roberto@uol.com.br,83373-7,,Madrid,Spain,Male,25,714,2,0.0,0.0,1,1,1,132979.43,0,cliente com saldo zerado
15772503,Beatriz Nunes Ferreira,sem_email@banco.com,20689-0,,Paris,France,Female,33,737,4,0.0,0.0,2,1,0,115115.32,0,cliente com saldo zerado
15633537,Fernanda Lima Costa,fernanda.lima@hotmail.com,40590-6,,Frankfurt,Germany,Female,42,652,9,0.0,253346.84,2,1,0,172572.64,0,cliente com saldo zerado
15724145,Felipe Lima Santos,felipe.lima@uol.com.br,92253-4,,Frankfurt,Germany,Male,29,616,8,149318.55,299941.06,1,1,0,140746.13,0,cliente premium
15712877,Lucas Ferreira Lima,lucas.ferreira@yahoo.com.br,96534-3,05/07/1988,Barcelona,Spain,Male,36,724,1,0.0,0.0,2,1,0,52462.25,0,cliente com saldo zerado
15646262,Rafael Oliveira Costa,rafael.oliveira@outlook.com,39243-3,,Nantes,France,Male,31,622,7,0.0,0.0,1,1,0,35408.77,0,cliente com saldo zerado
15667460,Lucas Ferreira Lima,lucas.ferreira@uol.com.br,72500-0,14/04/1993,Bordeaux,France,Male,31,652,9,0.0,0.0,2,1,1,24748.89,0,cliente com saldo zerado
15658057,Juliana Alves Pereira,juliana.alves@outlook.com,42226-1,03/10/1980,Madrid,Spain,Female,44,812,8,0.0,0.0,3,1,0,66926.83,1,cliente em risco de churn
15762091,Silvana Costa Ferreira,silvana.costa@hotmail.com,63103-9,24/03/2002,Munich,Germany,Female,22,631,6,139129.92,126090.34,1,1,1,63747.51,0,cliente premium
15583364,Cristiane Moreira Pinto,cristiane.moreira@yahoo.com,81359-1,07/03/1992,Paris,France,Female,32,476,6,111871.93,323323.06,1,0,0,112132.86,0,cliente premium
15680587,João Pedro Souza,joao.pedro@terra.com.br,31537-8,03/05/2001,Toulouse,France,Male,23,834,4,131254.81,161569.13,1,1,0,20199.3,0,cliente premium
15627203,Carlos Eduardo Silva,carlos.eduardo@yahoo.com.br,40020-2,23/02/1970,Zaragoza,Spain,Male,54,508,10,0.0,0.0,1,1,1,175749.36,0,cliente com saldo zerado
15732437,Juliana Alves Pereira,juliana.alves@gmail.com,36053-3,04/04/1980,Cologne,Germany,Female,44,504,0,131873.07,174828.8,2,1,1,158036.72,1,cliente em risco de churn
15785406,Amanda Oliveira Rocha,amanda.oliveira@terra.com.br,10756-8,,Nice,France,Female,51,446,4,105056.13,104115.67,1,0,0,70613.52,0,cliente premium
15803965,Gustavo Pinto Ribeiro,gustavo.pinto@yahoo.com,08217-5,,Nice,France,Male,55,654,3,87485.67,57959.43,1,1,1,3299.01,0,cliente ativo
15672053,Rodrigo Santos Gomes,rodrigo.santos@hotmail.com,90333-0,,Valencia,Spain,Male,38,526,2,0.0,0.0,2,0,0,58010.98,0,cliente com saldo zerado
15809654,Larissa Pereira Gomes,sem_email@banco.com,09877-6,,Nice,France,Female,46,707,7,127476.73,76589.69,2,1,1,146011.55,0,cliente premium
15601873,Débora Ribeiro Lima,debora.ribeiro@outlook.com,13778-7,,Bordeaux,France,Female,36,677,7,0.0,0.0,1,1,0,100153.43,0,cliente com saldo zerado
15718839,Vanessa Gomes Carvalho,vanessa.gomes@gmail.com,58635-7,,Munich,Germany,Female,38,850,2,102741.15,275373.52,2,0,1,23974.85,0,cliente premium
15785183,Ricardo Borges Silva,ricardo.borges@outlook.com,84174-4,28/03/1995,Madrid,Spain,Male,29,596,2,0.0,0.0,2,1,1,1591.19,0,cliente com saldo zerado
15644856,Rafael Oliveira Costa,sem_email@banco.com,46812-6,05/05/1986,Zaragoza,Spain,Male,38,556,2,115463.16,183599.98,1,1,0,150679.65,0,cliente premium
15586931,João Pedro Souza,sem_email@banco.com,68485-8,,Barcelona,Spain,Male,37,694,3,0.0,0.0,1,1,1,95625.03,0,cliente com saldo zerado
15757952,Carlos Eduardo Silva,carlos.eduardo@uol.com.br,35702-2,,Nantes,France,Male,44,651,2,0.0,0.0,3,1,0,102530.35,1,cliente em risco de churn
15643523,Elaine Pinto Mendes,elaine.pinto@uol.com.br,95296-4,22/03/1994,Zaragoza,Spain,Female,30,710,10,0.0,0.0,2,1,0,19500.1,0,cliente com saldo zerado
15663164,Fernando Henrique Costa,fernando.henrique@outlook.com,47076-9,,Cologne,Germany,Male,49,663,7,116150.65,69513.79,3,1,1,84358.71,1,cliente em risco de churn
15602797,Vanessa Gomes Carvalho,sem_email@banco.com,94925-7,18/05/1975,Bilbao,Spain,Female,49,645,5,110132.55,311827.89,3,0,1,187689.91,1,cliente em risco de churn
15742854,Letícia Ferreira Silva,leticia.ferreira@outlook.com,20385-2,01/07/1978,Madrid,Spain,Female,46,640,8,0.0,0.0,2,1,0,89043.19,0,cliente com saldo zerado
15690456,Natália Santos Martins,natalia.santos@outlook.com,21457-3,,Berlin,Germany,Female,32,749,7,79523.13,118986.89,1,0,1,157648.12,0,cliente ativo
15680201,Lucas Ferreira Lima,lucas.ferreira@hotmail.com,96450-2,,Cologne,Germany,Male,24,627,5,102773.2,60645.79,2,1,0,56793.02,1,cliente em risco de churn
15615352,Carlos Eduardo Silva,carlos.eduardo@uol.com.br,19321-6,,Marseille,France,Male,31,588,4,99607.37,81343.33,2,0,1,35877.03,0,cliente ativo
15742681,Leandro Nunes Ferreira,leandro.nunes@hotmail.com,78243-5,,Frankfurt,Germany,Male,26,554,4,121365.39,107148.8,1,1,1,8742.36,0,cliente premium
15680405,Gustavo Pinto Ribeiro,gustavo.pinto@yahoo.com.br,32689-2,22/11/1984,Nice,France,Male,40,685,2,168001.34,391349.08,2,1,1,167400.29,0,cliente premium
15805627,Ricardo Borges Silva,ricardo.borges@gmail.com,05184-0,,Nantes,France,Male,37,670,2,0.0,0.0,2,1,1,54229.74,0,cliente com saldo zerado
15662901,Gustavo Pinto Ribeiro,sem_email@banco.com,10801-5,,Nantes,France,Male,37,656,2,0.0,0.0,2,0,1,67840.81,0,cliente com saldo zerado
15689517,Thiago Alves Pereira,thiago.alves@yahoo.com.br,28986-0,16/04/1997,Nantes,France,Male,27,635,3,95772.97,125356.73,1,1,0,161909.95,0,cliente ativo
15733447,Mariana Costa Santos,mariana.costa@uol.com.br,23138-3,02/09/1973,Marseille,France,Female,51,562,1,124662.54,123247.0,1,1,1,100153.43,1,cliente em risco de churn
15740868,Beatriz Nunes Ferreira,sem_email@banco.com,28568-3,08/11/1979,Stuttgart,Germany,Female,45,658,9,134562.8,370803.14,1,1,1,159268.67,0,cliente premium
15608528,Camila Martins Lima,camila.martins@hotmail.com,40649-0,03/05/1956,Bordeaux,France,Female,68,645,9,0.0,0.0,4,1,1,176353.87,1,cliente em risco de churn
15721307,Gustavo Pinto Ribeiro,gustavo.pinto@uol.com.br,24980-4,,Cologne,Germany,Male,37,694,1,95668.82,232386.0,2,1,0,100335.55,0,cliente ativo
15795690,Thiago Alves Pereira,thiago.alves@hotmail.com,27113-0,,Bordeaux,France,Male,31,652,3,99513.91,204637.77,1,1,1,189657.26,0,cliente ativo
15675749,Fernanda Lima Costa,fernanda.lima@outlook.com,10808-0,,Bordeaux,France,Female,23,695,1,0.0,0.0,2,1,1,141756.32,0,cliente com saldo zerado
15807245,Letícia Ferreira Silva,leticia.ferreira@hotmail.com,42019-1,05/12/1983,Munich,Germany,Female,41,699,1,200117.76,598110.18,2,1,0,94142.35,0,cliente premium
15671591,Lucas Ferreira Lima,lucas.ferreira@hotmail.com,01271-6,,Valencia,Spain,Male,52,439,3,96196.24,262749.98,4,1,0,198874.52,1,cliente em risco de churn
15771509,Renata Souza Ribeiro,renata.souza@terra.com.br,64337-9,22/03/1982,Hamburg,Germany,Female,42,538,1,98548.62,213791.52,2,0,1,94047.75,0,cliente ativo
15631406,André Costa Araújo,andre.costa@uol.com.br,70876-2,21/05/1974,Cologne,Germany,Male,50,459,5,109387.9,223623.58,1,1,0,155721.15,0,cliente premium
15691785,Paulo Roberto Mendes,paulo.roberto@yahoo.com.br,16624-6,,Lyon,France,Male,61,850,1,0.0,0.0,1,1,0,53067.83,1,cliente em risco de churn
15675626,Paulo Roberto Mendes,sem_email@banco.com,90392-9,15/08/1996,Bordeaux,France,Male,28,726,2,0.0,0.0,1,0,0,98060.51,0,cliente com saldo zerado
15588986,Priscila Rocha Nunes,priscila.rocha@yahoo.com.br,59092-5,14/11/1995,Berlin,Germany,Female,29,673,4,99097.36,116377.37,1,1,1,9796.69,0,cliente ativo
15641110,Diego Martins Nunes,diego.martins@outlook.com,67794-7,,Toulouse,France,Male,41,708,0,0.0,0.0,1,1,0,128400.62,0,cliente com saldo zerado
15645847,João Pedro Souza,joao.pedro@outlook.com,89360-0,12/12/1989,Cologne,Germany,Male,35,569,2,109196.66,320929.51,3,1,0,100153.43,1,cliente em risco de churn
15625824,Vinicius Araújo Lima,vinicius.araujo@hotmail.com,71686-9,26/12/1994,Madrid,Spain,Male,30,596,6,121345.88,178547.75,4,1,0,41921.75,1,cliente em risco de churn
15746594,Felipe Lima Santos,sem_email@banco.com,54302-3,,Valencia,Spain,Male,33,732,8,0.0,0.0,1,1,0,100153.43,0,cliente com saldo zerado
15567923,Elaine Pinto Mendes,elaine.pinto@gmail.com,70949-7,13/02/1994,Marseille,France,Female,30,739,6,0.0,0.0,1,0,0,122604.44,0,cliente com saldo zerado
15649033,Ana Clara Souza,sem_email@banco.com,83573-7,,Berlin,Germany,Female,55,603,7,127723.25,145908.58,2,1,0,139469.11,1,cliente em risco de churn
15639882,Carlos Eduardo Silva,carlos.eduardo@terra.com.br,50980-0,,Toulouse,France,Male,30,528,2,0.0,160637.37,2,1,0,50771.16,0,cliente com saldo zerado
15690021,Priscila Rocha Nunes,priscila.rocha@hotmail.com,87344-6,,Berlin,Germany,Female,42,502,0,132002.7,264601.63,1,0,1,28204.98,1,cliente em risco de churn
15785542,Alexandre Moreira Dias,alexandre.moreira@terra.com.br,12874-3,,Frankfurt,Germany,Male,26,572,4,118287.01,269747.38,2,0,0,60427.3,0,cliente premium
15623521,Diego Martins Nunes,sem_email@banco.com,80983-3,,Bilbao,Spain,Male,43,838,9,123105.88,172647.96,2,1,0,145765.83,0,cliente premium
15716781,Lucas Ferreira Lima,lucas.ferreira@yahoo.com.br,83774-8,03/10/2000,Nantes,France,Male,37,815,7,171922.72,385291.63,1,0,1,178028.96,0,cliente premium
15685357,Patrícia Rocha Alves,patricia.rocha@terra.com.br,87594-1,,Sevilla,Spain,Female,36,750,8,112940.07,130520.33,1,0,1,9855.81,0,cliente premium
15655007,Mônica Dias Borges,monica.dias@terra.com.br,21803-1,07/10/1991,Nice,France,Female,33,758,7,0.0,0.0,2,0,0,82996.47,0,cliente com saldo zerado
15578156,Paulo Roberto Mendes,paulo.roberto@gmail.com,09497-4,06/06/1992,Barcelona,Spain,Male,32,615,5,138521.83,126529.45,1,1,1,56897.1,0,cliente premium
15741693,Bruno Souza Martins,bruno.souza@uol.com.br,45254-2,,Nice,France,Male,40,693,4,130661.96,256487.72,1,1,1,100153.43,0,cliente premium
15752838,Mateus Carvalho Alves,mateus.carvalho@outlook.com,91404-4,20/01/1986,Madrid,Spain,Male,38,723,6,0.0,0.0,2,1,1,94415.6,0,cliente com saldo zerado
15675926,Fernando Henrique Costa,fernando.henrique@yahoo.com.br,15389-3,,Berlin,Germany,Male,34,655,7,118028.35,163762.89,1,1,0,51226.32,1,cliente em risco de churn
15644896,Ricardo Borges Silva,ricardo.borges@outlook.com,58035-1,,Munich,Germany,Male,32,663,3,95772.97,92878.99,1,1,1,182355.21,0,cliente ativo
15814816,Rafael Oliveira Costa,rafael.oliveira@uol.com.br,75586-7,,Lyon,France,Male,40,466,4,91592.06,180341.53,1,1,0,141210.18,1,cliente em risco de churn
15668323,Priscila Rocha Nunes,priscila.rocha@hotmail.com,20772-7,18/03/1983,Nantes,France,Female,41,678,1,143443.61,252689.29,1,1,0,196622.28,1,cliente em risco de churn
15587735,Rodrigo Santos Gomes,rodrigo.santos@terra.com.br,30130-9,19/10/1985,Nantes,France,Male,39,850,6,96863.13,160472.08,1,1,1,100153.43,0,cliente ativo
15757521,Marcos Pereira Rocha,marcos.pereira@gmail.com,68086-8,,Nantes,France,Male,35,606,2,132164.26,256769.58,1,0,1,164815.59,0,cliente premium
15749693,Priscila Rocha Nunes,priscila.rocha@terra.com.br,33811-1,,Nice,France,Female,32,658,9,0.0,0.0,2,1,0,156774.75,0,cliente com saldo zerado
15764661,André Costa Araújo,andre.costa@yahoo.com.br,74314-0,22/05/1991,Paris,France,Male,33,644,2,0.0,0.0,1,1,0,100153.43,0,cliente com saldo zerado
15777922,Paulo Roberto Mendes,paulo.roberto@gmail.com,90185-7,,Zaragoza,Spain,Male,36,629,1,161757.87,355959.43,2,1,1,146371.72,0,cliente premium
15674156,Bruno Souza Martins,bruno.souza@hotmail.com,40295-1,18/05/1955,Munich,Germany,Male,69,810,3,27288.43,51840.72,1,1,1,110509.9,0,cliente ativo
15625545,Mateus Carvalho Alves,mateus.carvalho@gmail.com,60066-5,,Sevilla,Spain,Male,52,712,9,0.0,0.0,1,1,1,117977.45,1,cliente em risco de churn
15799217,Débora Ribeiro Lima,debora.ribeiro@uol.com.br,38019-4,14/12/1989,Hamburg,Germany,Female,35,791,7,95772.97,64705.2,1,1,0,161051.75,0,cliente ativo
15696361,Vinicius Araújo Lima,vinicius.araujo@gmail.com,89348-1,03/09/1993,Cologne,Germany,Male,31,648,7,125681.51,370215.46,1,0,1,129980.93,0,cliente premium
15800703,Cristiane Moreira Pinto,cristiane.moreira@uol.com.br,11999-6,25/04/2003,Zaragoza,Spain,Female,21,485,5,113157.22,67013.67,1,1,1,54141.5,0,cliente premium
15711015,João Pedro Souza,joao.pedro@yahoo.com.br,12330-0,04/02/1988,Lyon,France,Male,36,743,4,0.0,0.0,2,1,1,190911.02,0,cliente com saldo zerado
15660679,Camila Martins Lima,camila.martins@hotmail.com,35181-5,,Madrid,Spain,Female,38,653,9,149571.94,164461.81,1,1,0,118383.18,0,cliente premium
15770041,Juliana Alves Pereira,juliana.alves@terra.com.br,46158-6,,Sevilla,Spain,Female,43,728,8,128412.61,295562.31,1,0,1,139024.31,0,cliente premium
15690169,Rodrigo Santos Gomes,rodrigo.santos@yahoo.com.br,40440-4,02/02/1993,Marseille,France,Male,37,645,7,161171.7,110226.68,2,1,0,12599.94,1,cliente em risco de churn
15592194,Larissa Pereira Gomes,larissa.pereira@outlook.com,98150-5,25/07/1996,Marseille,France,Female,28,492,9,0.0,0.0,2,1,0,95957.09,0,cliente com saldo zerado
15637476,Débora Ribeiro Lima,debora.ribeiro@terra.com.br,70110-0,,Berlin,Germany,Female,57,683,5,162448.69,159317.09,1,0,0,9221.78,1,cliente em risco de churn
15811927,Vanessa Gomes Carvalho,vanessa.gomes@yahoo.com.br,04327-0,,Lyon,France,Female,38,733,3,157658.36,328674.11,1,0,0,19658.43,0,cliente premium
15814750,Lucas Ferreira Lima,lucas.ferreira@outlook.com,33096-0,01/02/1990,Zaragoza,Spain,Male,34,629,8,0.0,0.0,2,1,1,180595.02,0,cliente com saldo zerado
15624347,Marcos Pereira Rocha,marcos.pereira@hotmail.com,62949-9,,Nice,France,Male,40,651,4,0.0,0.0,2,1,1,147715.83,0,cliente com saldo zerado
15607746,Larissa Pereira Gomes,larissa.pereira@uol.com.br,59354-5,17/07/1988,Marseille,France,Female,36,573,1,0.0,0.0,1,1,1,56905.38,0,cliente com saldo zerado
15649379,Elaine Pinto Mendes,elaine.pinto@outlook.com,80185-9,17/01/1978,Bordeaux,France,Female,46,850,3,0.0,0.0,2,1,1,187980.21,0,cliente com saldo zerado
15789874,Priscila Rocha Nunes,priscila.rocha@uol.com.br,85227-3,27/03/1995,Nice,France,Female,29,712,3,87375.78,47236.1,2,0,0,166194.53,0,cliente ativo
15715078,Thiago Alves Pereira,thiago.alves@gmail.com,35393-7,,Nantes,France,Male,35,584,6,161613.94,372072.95,2,1,1,148238.16,0,cliente premium
15665811,Diego Martins Nunes,diego.martins@uol.com.br,07551-1,16/08/1991,Lyon,France,Male,33,644,9,141234.98,189682.99,1,1,0,95673.05,0,cliente premium
15584114,Natália Santos Martins,natalia.santos@outlook.com,56217-1,09/10/1981,Cologne,Germany,Female,43,652,2,153393.18,439752.83,2,1,1,193828.27,0,cliente premium
15753679,Gustavo Pinto Ribeiro,gustavo.pinto@yahoo.com.br,40072-9,,Paris,France,Male,24,778,4,0.0,0.0,2,1,1,162809.2,0,cliente com saldo zerado
15685947,Ricardo Borges Silva,ricardo.borges@terra.com.br,78454-7,25/11/1982,Munich,Germany,Male,42,556,0,115915.53,246347.29,2,0,1,125435.47,1,cliente em risco de churn
15760450,André Costa Araújo,andre.costa@gmail.com,08569-8,26/03/1981,Toulouse,France,Male,37,512,1,0.0,0.0,2,1,1,52471.36,0,cliente com saldo zerado
15674149,Ricardo Borges Silva,ricardo.borges@terra.com.br,38626-3,26/03/1988,Hamburg,Germany,Male,36,599,3,128960.21,142372.48,2,1,1,40318.33,0,cliente premium
15789484,Priscila Rocha Nunes,priscila.rocha@terra.com.br,04466-2,24/10/1988,Munich,Germany,Female,36,751,6,169831.46,315332.9,2,1,1,27758.36,0,cliente premium
15616630,Larissa Pereira Gomes,larissa.pereira@uol.com.br,69206-4,23/11/1983,Hamburg,Germany,Female,41,583,5,77647.6,166544.38,1,1,0,190429.52,0,cliente ativo
15611580,Marcos Pereira Rocha,marcos.pereira@yahoo.com.br,60283-1,17/10/1991,Zaragoza,Spain,Male,33,751,4,79281.61,80091.8,1,1,0,117547.76,0,cliente ativo
15654489,Ana Clara Souza,ana.clara@gmail.com,71223-9,19/05/1986,Lyon,France,Female,37,843,8,134887.53,349507.82,1,1,1,10804.04,0,cliente premium
15661290,Débora Ribeiro Lima,sem_email@banco.com,30364-2,09/03/1986,Berlin,Germany,Female,38,785,9,107199.75,74471.4,1,0,0,146398.51,0,cliente premium
15638646,Vanessa Gomes Carvalho,vanessa.gomes@terra.com.br,05541-8,,Nantes,France,Female,43,669,1,160474.59,204527.62,1,1,1,100153.43,0,cliente premium
15717164,Leandro Nunes Ferreira,leandro.nunes@terra.com.br,80536-8,04/05/1992,Valencia,Spain,Male,32,485,6,102238.01,127119.93,2,1,1,194010.12,0,cliente premium
15575185,Mateus Carvalho Alves,mateus.carvalho@outlook.com,50878-6,13/08/1991,Sevilla,Spain,Male,33,757,5,0.0,107858.19,1,0,1,194239.63,0,cliente com saldo zerado
15655632,Diego Martins Nunes,diego.martins@hotmail.com,52703-7,02/06/1997,Nantes,France,Male,27,655,2,95772.97,84356.3,1,1,0,49480.66,0,cliente ativo
15623430,Fernando Henrique Costa,fernando.henrique@yahoo.com.br,65432-9,,Marseille,France,Male,34,672,9,0.0,0.0,2,1,0,161800.77,0,cliente com saldo zerado
15727251,Marcos Pereira Rocha,marcos.pereira@hotmail.com,50087-3,25/03/1994,Lyon,France,Male,30,642,8,117494.27,319174.42,1,0,0,61977.82,0,cliente premium
15688409,Vanessa Gomes Carvalho,vanessa.gomes@gmail.com,17700-2,,Paris,France,Female,28,742,2,191864.51,518109.36,1,1,0,108457.99,1,cliente em risco de churn
15681446,Camila Martins Lima,camila.martins@yahoo.com.br,89462-5,06/08/1987,Munich,Germany,Female,37,636,9,157098.52,239976.27,1,1,1,100153.43,0,cliente premium
15671137,Amanda Oliveira Rocha,amanda.oliveira@outlook.com,36618-8,14/04/1972,Nantes,France,Female,52,549,1,0.0,0.0,1,0,1,8636.05,1,cliente em risco de churn
15719950,Felipe Lima Santos,felipe.lima@gmail.com,82836-5,17/01/1963,Paris,France,Male,61,652,10,0.0,147827.64,1,1,1,172141.33,0,cliente com saldo zerado
15569807,Fernanda Lima Costa,fernanda.lima@terra.com.br,92863-3,07/02/1990,Paris,France,Female,34,673,8,42157.08,114933.61,1,1,0,20598.59,1,cliente em risco de churn
15659475,Vanessa Gomes Carvalho,vanessa.gomes@hotmail.com,99055-5,27/07/1991,Nice,France,Female,33,597,6,135703.59,336932.63,2,0,0,74850.84,0,cliente premium
15591942,Natália Santos Martins,natalia.santos@hotmail.com,53856-8,23/07/1991,Valencia,Spain,Female,33,611,7,0.0,0.0,2,1,1,3729.89,0,cliente com saldo zerado
15600027,Carlos Eduardo Silva,carlos.eduardo@gmail.com,56740-1,05/09/1991,Bilbao,Spain,Male,33,579,1,0.0,0.0,2,1,1,54816.57,0,cliente com saldo zerado
15607040,Elaine Pinto Mendes,elaine.pinto@uol.com,54809-7,,Madrid,Spain,Female,38,593,4,88736.44,69223.05,2,1,0,67020.03,0,cliente ativo
15812197,Marcos Pereira Rocha,marcos.pereira@uol.com.br,58210-2,,Nantes,France,Male,38,850,7,80293.98,166109.27,1,0,0,126555.74,0,cliente ativo
15652266,Bruno Souza Martins,bruno.souza@terra.com.br,49791-8,,Munich,Germany,Male,42,703,9,63227.0,36434.6,1,0,1,137316.32,0,cliente ativo
15799815,Larissa Pereira Gomes,larissa.pereira@yahoo.com.br,15686-0,04/02/2001,Frankfurt,Germany,Female,23,656,4,163549.63,446138.9,1,0,1,21085.12,0,cliente premium
15641413,Elaine Pinto Mendes,elaine.pinto@outlook.com,10837-2,08/02/1975,Cologne,Germany,Female,49,587,7,0.0,408856.67,2,1,0,13308.2,1,cliente em risco de churn
15777772,Alexandre Moreira Dias,alexandre.moreira@yahoo.com.br,67610-7,04/06/1969,Zaragoza,Spain,Male,55,650,9,119618.42,289056.7,1,1,1,100153.43,0,cliente premium
15765643,André Costa Araújo,sem_email@banco.com,86607-8,26/05/1987,Lyon,France,Male,37,725,6,124348.38,287100.07,2,0,1,100153.43,0,cliente premium
15601417,Paulo Roberto Mendes,paulo.roberto@gmail.com,06495-9,,Nice,France,Male,32,681,3,148884.47,234546.17,2,1,1,90967.37,0,cliente premium
15708714,Renata Souza Ribeiro,renata.souza@hotmail.com,84121-6,,Nantes,France,Female,33,675,6,0.0,0.0,2,1,0,34045.61,0,cliente com saldo zerado
15600792,Paulo Roberto Mendes,paulo.roberto@gmail.com,31782-1,,Sevilla,Spain,Male,29,613,0,0.0,0.0,2,0,1,133897.32,0,cliente com saldo zerado
15575146,Felipe Lima Santos,felipe.lima@outlook.com,87569-5,,Frankfurt,Germany,Male,51,492,8,117808.74,269877.84,2,1,1,67311.12,0,cliente premium
15765415,Natália Santos Martins,sem_email@banco.com,52619-6,,Zaragoza,Spain,Female,45,609,4,89122.3,263037.39,1,1,1,199256.98,0,cliente ativo
15762729,Beatriz Nunes Ferreira,beatriz.nunes@outlook.com,11010-0,16/11/1996,Berlin,Germany,Female,28,745,1,111071.36,91400.46,1,1,0,73275.96,1,cliente em risco de churn
15711316,Alexandre Moreira Dias,alexandre.moreira@gmail.com,60978-7,15/03/1997,Paris,France,Male,27,771,2,0.0,0.0,2,1,1,199527.34,0,cliente com saldo zerado
15683403,Alexandre Moreira Dias,alexandre.moreira@terra.com.br,03766-1,,Valencia,Spain,Male,52,611,7,0.0,0.0,1,0,1,73585.18,1,cliente em risco de churn
15625698,Fernanda Lima Costa,sem_email@banco.com,27499-3,,Valencia,Spain,Female,23,624,6,0.0,0.0,2,0,1,196668.51,0,cliente com saldo zerado
15618314,Fernando Henrique Costa,fernando.henrique@gmail.com,51366-7,01/09/1984,Lyon,France,Male,37,676,8,114005.78,234811.81,1,1,1,67998.45,0,cliente premium
15602551,João Pedro Souza,joao.pedro@yahoo.com.br,87545-8,,Barcelona,Spain,Male,39,667,9,0.0,0.0,2,1,0,68873.8,0,cliente com saldo zerado
15654074,João Pedro Souza,joao.pedro@hotmail.com,63758-5,,Bordeaux,France,Male,37,653,8,119315.75,71293.08,1,1,0,150468.35,0,cliente premium
15700366,Alexandre Moreira Dias,alexandre.moreira@uol.com.br,42818-9,17/02/1985,Nantes,France,Male,39,669,3,119452.03,196166.53,1,1,1,171575.54,0,cliente premium
15582335,Fernanda Lima Costa,fernanda.lima@uol.com.br,13154-5,20/09/1984,Lyon,France,Female,40,556,9,0.0,77855.01,1,0,0,17992.94,0,cliente com saldo zerado
15692226,Vanessa Gomes Carvalho,vanessa.gomes@terra.com.br,55331-0,,Nantes,France,Female,31,705,3,142905.51,326980.97,1,1,1,58134.97,0,cliente premium
15601324,Amanda Oliveira Rocha,amanda.oliveira@outlook.com,83211-7,17/04/1976,Paris,France,Female,48,697,1,0.0,0.0,2,1,1,87400.53,0,cliente com saldo zerado
15667932,Silvana Costa Ferreira,silvana.costa@hotmail.com,47930-3,15/11/1981,Sevilla,Spain,Female,43,758,10,-0.0,0.0,2,1,1,55313.44,0,cliente com saldo zerado
15728006,Lucas Ferreira Lima,lucas.ferreira@hotmail.com,85696-2,18/10/1984,Paris,France,Male,40,524,2,180516.9,231949.2,1,1,0,180002.42,0,cliente premium
15706637,João Pedro Souza,joao.pedro@outlook.com,55859-1,06/02/1984,Barcelona,Spain,Male,40,718,9,0.0,0.0,2,0,0,121537.91,0,cliente com saldo zerado
15809722,Juliana Alves Pereira,juliana.alves@gmail.com,38695-5,10/12/1984,Bordeaux,France,Female,40,611,8,100812.33,189994.52,2,1,0,147358.27,0,cliente premium
15736228,Mariana Costa Santos,mariana.costa@yahoo.com.br,82128-9,,Lyon,France,Female,40,645,3,129596.77,86978.46,1,1,1,103232.6,0,cliente premium
15751022,Cristiane Moreira Pinto,cristiane.moreira@yahoo.com.br,43108-1,,Stuttgart,Germany,Female,37,777,10,121532.17,192789.81,2,1,1,73464.88,0,cliente premium
15668889,Patrícia Rocha Alves,patricia.rocha@gmail.com,44360-8,,Cologne,Germany,Female,43,665,2,116322.27,175851.9,4,1,0,100153.43,1,cliente em risco de churn
15624528,Diego Martins Nunes,sem_email@banco.com,59711-3,13/03/1998,Berlin,Germany,Male,26,664,7,116244.14,130115.26,2,1,1,95145.14,0,cliente premium
15770101,Lucas Ferreira Lima,lucas.ferreira@uol.com.br,52278-0,,Stuttgart,Germany,Male,43,766,6,112088.04,147024.74,2,1,1,36706.56,0,cliente premium
15617134,Leandro Nunes Ferreira,leandro.nunes@yahoo.com,34331-9,15/07/1986,Nantes,France,Male,38,716,4,0.0,0.0,2,1,0,189678.7,0,cliente com saldo zerado
15805671,Lucas Ferreira Lima,lucas.ferreira@yahoo.com.br,52818-0,,Nice,France,Male,32,648,0,0.0,0.0,1,0,1,117323.31,0,cliente com saldo zerado
15572038,Gabriel Rocha Carvalho,gabriel.rocha@terra.com.br,81084-8,,Hamburg,Germany,Male,35,660,9,113948.58,185987.83,1,1,0,188891.96,1,cliente em risco de churn
15779481,Gustavo Pinto Ribeiro,gustavo.pinto@gmail.com,92067-3,,Lyon,France,Male,34,628,4,158741.43,169884.99,2,1,1,126192.54,0,cliente premium
15619653,Mateus Carvalho Alves,mateus.carvalho@yahoo.com.br,24787-7,03/11/1977,Bordeaux,France,Male,47,666,2,0.0,0.0,1,1,0,35046.97,1,cliente em risco de churn
15714431,Fernando Henrique Costa,fernando.henrique@outlook.com,90629-5,,Marseille,France,Male,37,561,1,100443.36,161572.96,2,0,1,101693.73,0,cliente premium
15587066,Lucas Ferreira Lima,lucas.ferreira@outlook.com,60215-4,24/02/1986,Bordeaux,France,Male,38,535,2,119272.29,75960.04,1,0,0,195896.59,1,cliente em risco de churn
15815443,Aline Carvalho Araújo,aline.carvalho@terra.com.br,67050-5,05/02/1978,Zaragoza,Spain,Female,46,527,10,131414.76,241157.95,1,1,0,54947.51,0,cliente premium
