customer_id,nome,email,numero_conta,data_nascimento,cidade,country,gender,age,credit_score,tenure,balance,limite_credito,products_number,credit_card,active_member,estimated_salary,churn,perfil,mensagem_ia
15796957,Vinicius Araújo Lima,sem_email@banco.com,24410-8,,Madrid,Spain,Male,35,597,9,0.0,0.0,3,0,1,73181.39,1,cliente em risco de churn,"Vinicius, valorizamos muito sua confiança no ABC Bank. Estamos aqui para ajudar com soluções que se encaixem no seu momento atual."
15806256,Mateus Carvalho Alves,mateus.carvalho@hotmail.com,98070-4,27/07/1976,Bordeaux,France,Male,48,540,2,109349.29,257398.96,1,1,0,88703.04,1,cliente em risco de churn,"Mateus, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para oferecer soluções que se adaptem às suas necessidades, seja em Bordeaux ou no mundo todo."
15777459,Silvana Costa Ferreira,silvana.costa@yahoo.com.br,11086-6,,Barcelona,Spain,Female,32,619,4,175406.13,145503.93,2,1,1,172792.43,1,cliente em risco de churn,"Silvana, valorizamos muito sua confiança no ABC Bank! Estamos aqui para oferecer soluções que atendam às suas necessidades, inclusive no exterior."
15603554,Silvana Costa Ferreira,sem_email@banco.com,19053-7,,Lyon,France,Female,45,513,0,164649.52,373436.77,3,1,0,49915.52,1,cliente em risco de churn,"Silvana, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade!"
15777901,Vanessa Gomes Carvalho,vanessa.gomes@outlook.com,54421-4,23/07/1981,Stuttgart,Germany,Female,43,640,9,94752.49,220560.82,1,1,0,184006.36,1,cliente em risco de churn,"Vanessa, sabemos que você tem um relacionamento importante com o ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja um novo produto ou suporte especializado."
15690188,Vinicius Araújo Lima,vinicius.araujo@gmail.com,75278-5,27/12/1991,Paris,France,Male,33,631,7,0.0,0.0,1,1,1,58043.02,1,cliente em risco de churn,"Vinicius, sabemos que você está em Paris e queremos garantir que o ABC Bank continue sendo seu parceiro de confiança. Estamos aqui para ajudar com qualquer necessidade financeira, sempre com soluções personalizadas para você."
15601857,Ana Clara Souza,ana.clara@yahoo.com.br,76119-0,21/08/1978,Stuttgart,Germany,Female,46,705,4,115518.07,142665.8,1,0,0,76544.9,1,cliente em risco de churn,"Ana Clara, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou em Stuttgart!"
15768495,Débora Ribeiro Lima,sem_email@banco.com,22436-4,,Lyon,France,Female,32,700,8,110923.15,223125.44,2,1,1,161845.81,1,cliente em risco de churn,"Débora, valorizamos muito sua confiança no ABC Bank. Estamos aqui para oferecer soluções que atendam às suas necessidades, seja em Lyon ou no Brasil."
15813946,Ricardo Borges Silva,ricardo.borges@terra.com.br,87693-5,,Cologne,Germany,Male,51,637,1,104682.83,144725.26,1,1,0,55266.96,1,cliente em risco de churn,"Ricardo, valorizamos sua confiança no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou na Alemanha!"
15661034,Ana Clara Souza,sem_email@banco.com,04999-2,,Berlin,Germany,Female,29,813,5,106059.4,168908.54,1,0,0,187976.88,1,cliente em risco de churn,"Ana Clara, valorizamos muito sua confiança no ABC Bank. Que tal explorarmos juntos oportunidades para melhorar seu relacionamento conosco?"
15629677,Beatriz Nunes Ferreira,beatriz.nunes@uol.com.br,81545-9,15/09/1985,Sevilla,Spain,Female,39,687,2,0.0,0.0,3,0,0,188150.6,1,cliente em risco de churn,"Beatriz, sabemos que você é uma cliente importante para nós e queremos entender como podemos melhorar sua experiência no ABC Bank. Estamos aqui para ajudar!"
15728564,Fernando Henrique Costa,fernando.henrique@uol.com,01116-7,06/03/1983,Lyon,France,Male,41,682,6,0.0,0.0,2,0,1,134158.09,1,cliente em risco de churn,"Fernando, sabemos que você é um cliente importante para nós e queremos entender como podemos melhorar sua experiência no ABC Bank. Estamos aqui para ajudar!"
15799859,Diego Martins Nunes,diego.martins@terra.com.br,65501-1,28/04/1974,Lyon,France,Male,50,652,4,0.0,247433.69,1,1,0,120770.75,1,cliente em risco de churn,"Diego, sabemos que você tem um limite de crédito disponível e queremos entender como podemos ajudar. Estamos aqui para oferecer soluções que se encaixem no seu momento."
15760865,Fernanda Lima Costa,fernanda.lima@gmail.com,67556-9,06/03/1976,Hamburg,Germany,Female,48,754,7,141819.02,390271.82,1,1,0,93550.53,1,cliente em risco de churn,"Fernanda, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade ou dúvida!"
15750335,André Costa Araújo,andre.costa@yahoo.com.br,37345-5,,Frankfurt,Germany,Male,43,850,0,108508.82,85557.75,3,1,0,184044.8,1,cliente em risco de churn,"André, valorizamos muito sua presença no ABC Bank. Que tal explorarmos juntos oportunidades para potencializar seu relacionamento conosco?"
15757559,Larissa Pereira Gomes,larissa.pereira@terra.com.br,01906-8,,Nice,France,Female,53,595,7,0.0,0.0,2,1,0,41371.68,1,cliente em risco de churn,"Larissa, sabemos que a vida na França pode ser cheia de surpresas. Estamos aqui para te ajudar a organizar suas finanças e aproveitar os benefícios do ABC Bank!"
15631070,Marcos Pereira Rocha,sem_email@banco.com,00630-9,08/06/1969,Stuttgart,Germany,Male,55,667,9,154393.43,275980.44,1,1,1,137674.96,1,cliente em risco de churn,"Marcos, valorizamos muito sua confiança no ABC Bank. Estamos aqui para oferecer soluções que se adaptem às suas necessidades, inclusive no exterior."
15789955,André Costa Araújo,andre.costa@uol.com.br,10192-0,,Cologne,Germany,Male,37,698,1,112414.81,298497.19,2,0,0,93982.02,1,cliente em risco de churn,"André, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja em Cologne ou no mundo todo."
15790810,Silvana Costa Ferreira,sem_email@banco.com,41629-2,13/07/1983,Paris,France,Female,41,844,10,76319.64,91110.92,1,1,1,141175.18,1,cliente em risco de churn,"Silvana, valorizamos muito sua confiança no ABC Bank. Estamos aqui para oferecer soluções que atendam às suas necessidades, sempre com o melhor atendimento."
15608653,Natália Santos Martins,natalia.santos@yahoo.com.br,72342-3,06/10/1990,Barcelona,Spain,Female,34,521,7,70731.07,40738.81,1,1,1,20243.97,1,cliente em risco de churn,"Natália, sabemos que você tem um relacionamento importante com o ABC Bank e queremos garantir que você tenha tudo o que precisa. Estamos aqui para oferecer suporte e soluções que valorizam sua confiança em nós."
15588944,Larissa Pereira Gomes,larissa.pereira@uol.com.br,88540-4,,Paris,France,Female,63,456,1,165350.61,448965.53,2,0,0,140758.07,1,cliente em risco de churn,"Larissa, valorizamos muito sua presença no ABC Bank! Que tal explorar nossos benefícios exclusivos para aproveitar ainda mais seu saldo e limite de crédito?"
15810444,Débora Ribeiro Lima,debora.ribeiro@hotmail.com,96738-3,11/02/1985,Berlin,Germany,Female,39,562,6,0.0,177256.38,1,1,0,9854.72,1,cliente em risco de churn,"Débora, sabemos que você tem um limite de crédito disponível para aproveitar. Vamos conversar sobre como podemos ajudar você a usar melhor seus recursos?"
15745533,Vanessa Gomes Carvalho,vanessa.gomes@hotmail.com,11475-4,14/02/1961,Marseille,France,Female,63,799,1,110314.21,187688.58,2,1,0,37464.0,1,cliente em risco de churn,"Vanessa, sabemos que você tem um relacionamento importante com o ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja para produtos ou suporte."
15802071,Vinicius Araújo Lima,vinicius.araujo@hotmail.com,66330-3,05/06/1989,Cologne,Germany,Male,35,762,1,117458.51,77992.68,1,0,1,178361.48,1,cliente em risco de churn,"Vinicius, valorizamos muito sua confiança no ABC Bank. Estamos aqui para oferecer soluções que atendam às suas necessidades, sempre com o melhor atendimento."
15758116,João Pedro Souza,joao.pedro@outlook.com,40668-7,01/05/1971,Nantes,France,Male,53,666,5,64646.7,110544.14,1,1,0,128019.48,1,cliente em risco de churn,"João Pedro, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou em Nantes!"
15599211,Rodrigo Santos Gomes,rodrigo.santos@yahoo.com,12326-9,05/03/1984,Paris,France,Male,40,707,1,0.0,0.0,2,1,0,14090.4,1,cliente em risco de churn,"Rodrigo, sabemos que você tem um relacionamento importante com o ABC Bank. Queremos entender como podemos melhorar para continuar te atendendo da melhor forma."
15792328,Alexandre Moreira Dias,alexandre.moreira@outlook.com,08675-8,18/02/1985,Bordeaux,France,Male,39,475,6,0.0,0.0,1,1,1,56999.9,1,cliente em risco de churn,"Alexandre, valorizamos muito sua presença no ABC Bank. Se precisar de algo, estamos aqui para ajudar!"
15654700,Larissa Pereira Gomes,larissa.pereira@gmail.com,94715-9,,Lyon,France,Female,40,523,2,102967.41,54830.64,1,1,0,128702.1,1,cliente em risco de churn,"Larissa, sabemos que você tem um saldo significativo no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade ou dúvida!"
15641359,Ana Clara Souza,ana.clara@hotmail.com,01567-8,05/06/1989,Sevilla,Spain,Female,35,662,6,0.0,0.0,2,0,0,2423.9,1,cliente em risco de churn,"Ana Clara, sentimos sua falta! Queremos entender como podemos melhorar para você continuar conosco. Estamos aqui para ajudar."
15679770,Fernanda Lima Costa,sem_email@banco.com,45450-0,11/11/1963,Paris,France,Female,61,611,3,0.0,317812.51,4,0,1,66238.23,1,cliente em risco de churn,"Fernanda, valorizamos muito sua confiança no ABC Bank e estamos aqui para ajudar a encontrar a melhor solução para você. Se precisar de suporte ou ajustes, é só nos chamar!"
15645404,Silvana Costa Ferreira,silvana.costa@terra.com.br,89989-4,,Paris,France,Female,51,625,4,124620.01,71958.9,2,1,0,92243.94,1,cliente em risco de churn,"Silvana, sabemos que você tem um relacionamento importante com o ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou em Paris!"
15693864,Renata Souza Ribeiro,renata.souza@yahoo.com.br,59136-4,,Hamburg,Germany,Female,49,567,5,134956.02,79809.5,1,1,0,93953.84,1,cliente em risco de churn,"Renata, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade ou dúvida!"
15724251,Patrícia Rocha Alves,patricia.rocha@gmail.com,42924-3,23/10/1995,Cologne,Germany,Female,29,652,6,101012.77,258479.61,1,0,0,32589.89,1,cliente em risco de churn,"Patrícia, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade ou dúvida!"
15776596,Cristiane Moreira Pinto,cristiane.moreira@outlook.com,02189-7,,Zaragoza,Spain,Female,39,730,6,140094.59,291317.89,1,1,0,172450.04,1,cliente em risco de churn,"Cristiane, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade ou dúvida!"
15700460,Aline Carvalho Araújo,aline.carvalho@hotmail.com,72016-0,,Marseille,France,Female,55,530,4,120905.03,161673.69,1,0,1,123475.88,1,cliente em risco de churn,"Aline, valorizamos muito sua confiança no ABC Bank e estamos aqui para oferecer o melhor suporte. Se precisar de algo, é só chamar!"
15762418,Rodrigo Santos Gomes,rodrigo.santos@terra.com.br,48535-2,20/04/2002,Barcelona,Spain,Male,22,750,3,121681.82,282790.43,1,1,0,128643.35,1,cliente em risco de churn,"Rodrigo, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para oferecer soluções que se adaptem às suas necessidades, inclusive com benefícios exclusivos para você."
15737735,Alexandre Moreira Dias,alexandre.moreira@outlook.com,91581-7,,Barcelona,Spain,Male,40,683,4,0.0,191702.99,1,1,1,116816.54,1,cliente em risco de churn,"Alexandre, sabemos que você tem um limite de crédito disponível para aproveitar. Vamos conversar sobre como podemos ajudar você a usar melhor seus recursos?"
15648075,Fernanda Lima Costa,fernanda.lima@terra.com.br,88285-2,,Munich,Germany,Female,47,686,5,170935.94,212092.24,1,1,0,100153.43,1,cliente em risco de churn,"Fernanda, valorizamos muito sua presença no ABC Bank! Queremos entender como podemos melhorar para continuar te atendendo da melhor forma."
15788480,Cristiane Moreira Pinto,cristiane.moreira@hotmail.com,81881-0,12/11/1991,Cologne,Germany,Female,33,786,0,95772.97,348923.25,1,0,0,34712.34,1,cliente em risco de churn,"Cristiane, valorizamos muito sua presença no ABC Bank! Que tal explorar mais benefícios exclusivos para aproveitar melhor seu saldo e limite?"
15691004,Carlos Eduardo Silva,carlos.eduardo@gmail.com,27963-4,,Valencia,Spain,Male,37,407,1,0.0,0.0,1,1,1,49161.12,1,cliente em risco de churn,"Carlos Eduardo, valorizamos muito sua confiança no ABC Bank. Vamos conversar para entender como podemos melhorar sua experiência conosco?"
15757867,Mariana Costa Santos,mariana.costa@terra.com.br,02850-8,26/04/1994,Nantes,France,Female,30,570,10,176173.52,96883.51,1,1,0,97045.32,1,cliente em risco de churn,"Mariana, sabemos que você tem um relacionamento importante com o ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou em Nantes!"
15679249,Débora Ribeiro Lima,sem_email@banco.com,39161-9,,Hamburg,Germany,Female,57,351,4,163146.46,376111.01,1,1,0,169621.69,1,cliente em risco de churn,"Débora, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou na Alemanha!"
15673591,Paulo Roberto Mendes,sem_email@banco.com,73271-3,19/12/1980,Bordeaux,France,Male,44,842,3,141252.18,389520.77,4,0,1,128521.16,1,cliente em risco de churn,"Paulo, valorizamos muito sua confiança no ABC Bank. Estamos aqui para oferecer soluções que combinem com suas necessidades, inclusive no exterior."
15769596,Priscila Rocha Nunes,priscila.rocha@gmail.com,49485-6,,Stuttgart,Germany,Female,24,710,2,110407.44,309352.43,2,0,0,15832.43,1,cliente em risco de churn,"Priscila, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou na Alemanha!"
15655436,Lucas Ferreira Lima,lucas.ferreira@yahoo.com.br,96639-7,22/07/1977,Frankfurt,Germany,Male,47,839,2,0.0,126355.87,1,1,1,168184.62,1,cliente em risco de churn,"Lucas, valorizamos muito sua confiança no ABC Bank. Que tal conversarmos sobre como podemos melhorar sua experiência conosco?"
15751455,Juliana Alves Pereira,juliana.alves@yahoo.com.br,78233-2,,Marseille,France,Female,48,469,5,0.0,0.0,1,1,0,160529.71,1,cliente em risco de churn,"Juliana, sabemos que você está longe, mas estamos aqui para ajudar. Queremos entender como podemos melhorar sua experiência no ABC Bank."
15636330,Mônica Dias Borges,monica.dias@hotmail.com,93117-2,20/06/1976,Hamburg,Germany,Female,48,588,1,143279.58,119382.07,2,1,0,31580.8,1,cliente em risco de churn,"Mônica, sabemos que você tem um relacionamento importante com o ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou na Alemanha."
15781619,Débora Ribeiro Lima,debora.ribeiro@yahoo.com.br,47326-5,15/11/1986,Marseille,France,Female,38,785,1,0.0,0.0,1,1,0,134964.85,1,cliente em risco de churn,"Débora, sabemos que você está longe, mas adoraríamos continuar te ajudando com soluções financeiras que se adaptem ao seu momento. Estamos aqui para você!"
15720929,Cristiane Moreira Pinto,cristiane.moreira@uol.com.br,32659-3,,Marseille,France,Female,47,604,8,62094.71,121948.38,3,0,0,9308.1,1,cliente em risco de churn,"Cristiane, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade!"
15743411,Gabriel Rocha Carvalho,gabriel.rocha@terra.com.br,40454-5,02/05/1963,Barcelona,Spain,Male,61,609,1,0.0,0.0,1,1,0,22447.85,1,cliente em risco de churn,"Gabriel, sabemos que você está longe, mas queremos que saiba que estamos aqui para ajudar. Se precisar de algo, é só chamar!"
15687162,Fernando Henrique Costa,fernando.henrique@gmail.com,03821-6,01/11/1973,Lyon,France,Male,51,461,9,95772.97,209927.45,1,0,0,56767.67,1,cliente em risco de churn,"Fernando, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou em Lyon!"
15719302,Mônica Dias Borges,monica.dias@hotmail.com,47544-5,,Nantes,France,Female,50,765,9,126547.8,84735.48,1,1,1,79579.94,1,cliente em risco de churn,"Mônica, valorizamos muito sua confiança no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos à disposição para ajudar com qualquer necessidade ou dúvida!"
15791944,Fernando Henrique Costa,fernando.henrique@yahoo.com.br,67062-8,,Toulouse,France,Male,32,697,7,175464.85,248795.83,3,1,0,116442.42,1,cliente em risco de churn,"Fernando, valorizamos muito sua confiança no ABC Bank. Que tal aproveitar nossos produtos exclusivos para continuar tendo o melhor atendimento?"
15596013,Larissa Pereira Gomes,larissa.pereira@yahoo.com.br,58519-3,27/06/1966,Hamburg,Germany,Female,58,694,1,143212.22,361661.01,1,0,0,102628.56,1,cliente em risco de churn,"Larissa, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou na Alemanha."
15570601,Aline Carvalho Araújo,aline.carvalho@hotmail.com,75953-9,,Toulouse,France,Female,47,785,9,122031.55,137969.18,1,1,1,33823.5,1,cliente em risco de churn,"Aline, valorizamos muito sua confiança no ABC Bank! Estamos aqui para oferecer o melhor suporte e produtos que se encaixem perfeitamente no seu perfil."
15726494,Bruno Souza Martins,bruno.souza@uol.com.br,51507-8,12/03/1980,Nice,France,Male,44,652,9,175303.06,165411.05,1,1,0,65500.53,1,cliente em risco de churn,"Bruno, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para oferecer soluções que se adaptem às suas necessidades, seja em Nice ou no Brasil."
15566378,João Pedro Souza,joao.pedro@outlook.com,33065-6,07/02/1976,Paris,France,Male,48,515,5,129387.94,290545.62,1,0,1,147955.91,1,cliente em risco de churn,"João Pedro, valorizamos muito sua confiança no ABC Bank. Estamos aqui para oferecer soluções que se adaptem às suas necessidades, seja em Paris ou no Brasil."
15773013,Fernanda Lima Costa,fernanda.lima@outlook.com,80002-6,,Toulouse,France,Female,47,633,0,0.0,0.0,1,1,1,6342.84,1,cliente em risco de churn,"Fernanda, sabemos que você é uma cliente importante para nós e queremos entender como podemos melhorar sua experiência no ABC Bank. Estamos aqui para ajudar!"
15804142,Débora Ribeiro Lima,debora.ribeiro@outlook.com,42245-2,07/03/1967,Bilbao,Spain,Female,57,670,3,175575.95,329783.16,2,1,0,99061.75,1,cliente em risco de churn,"Débora, sabemos que você tem um relacionamento importante com o ABC Bank e queremos garantir que você tenha tudo o que precisa. Estamos aqui para ajudar, conte conosco!"
15629323,Larissa Pereira Gomes,larissa.pereira@uol.com.br,98254-8,10/09/1987,Munich,Germany,Female,37,652,4,116471.43,230525.25,2,1,0,175324.74,1,cliente em risco de churn,"Larissa, sabemos que você tem um saldo significativo no ABC Bank e queremos garantir que você tenha a melhor experiência. Vamos conversar para entender como podemos melhorar seu relacionamento conosco?"
15776348,Marcos Pereira Rocha,marcos.pereira@gmail.com,46381-0,08/11/2004,Stuttgart,Germany,Male,20,835,4,124365.42,94056.31,1,0,0,180197.74,1,cliente em risco de churn,"Marcos, valorizamos sua confiança no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou em Stuttgart."
15716381,Silvana Costa Ferreira,silvana.costa@hotmail.com,69875-6,05/08/1974,Cologne,Germany,Female,50,666,7,109062.28,272426.12,1,1,1,140136.1,1,cliente em risco de churn,"Silvana, valorizamos muito sua confiança no ABC Bank. Estamos aqui para oferecer soluções que combinem com suas necessidades, inclusive no exterior."
15663134,Carlos Eduardo Silva,carlos.eduardo@outlook.com,20959-5,,Madrid,Spain,Male,37,535,1,0.0,0.0,2,1,1,11779.98,1,cliente em risco de churn,"Carlos Eduardo, valorizamos muito sua confiança no ABC Bank. Estamos aqui para ajudar a encontrar soluções que se adaptem melhor às suas necessidades."
15619514,André Costa Araújo,andre.costa@uol.com.br,87992-8,,Stuttgart,Germany,Male,40,507,3,120105.43,159762.41,1,1,0,92075.01,1,cliente em risco de churn,"André, valorizamos muito sua confiança no ABC Bank. Que tal conversarmos sobre como podemos melhorar ainda mais sua experiência conosco?"
15709474,Renata Souza Ribeiro,sem_email@banco.com,09008-2,13/09/1967,Stuttgart,Germany,Female,57,740,3,113386.36,168309.34,2,1,1,65121.63,1,cliente em risco de churn,"Renata, valorizamos muito sua confiança no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou na Alemanha!"
15725835,Silvana Costa Ferreira,silvana.costa@terra.com.br,82583-8,18/01/1992,Frankfurt,Germany,Female,32,652,3,124493.03,298595.99,2,0,1,52583.79,1,cliente em risco de churn,"Silvana, valorizamos muito sua confiança no ABC Bank. Estamos aqui para oferecer soluções que atendam às suas necessidades, inclusive no exterior."
15661723,Felipe Lima Santos,felipe.lima@outlook.com,08837-6,20/05/1953,Zaragoza,Spain,Male,71,667,4,137260.78,280796.1,1,0,1,94433.08,1,cliente em risco de churn,"Felipe, valorizamos muito sua confiança no ABC Bank. Que tal explorarmos juntos oportunidades para otimizar seu relacionamento conosco?"
15766575,Elaine Pinto Mendes,elaine.pinto@terra.com.br,13894-0,08/09/1962,Munich,Germany,Female,62,612,8,140745.33,167795.75,1,1,0,193437.89,1,cliente em risco de churn,"Elaine, sabemos que você tem um saldo significativo conosco e queremos garantir que você tenha a melhor experiência no ABC Bank. Estamos aqui para oferecer soluções que se adaptem às suas necessidades, inclusive com benefícios exclusivos para clientes como você."
15729201,Gustavo Pinto Ribeiro,gustavo.pinto@terra.com.br,64322-3,03/02/1969,Nice,France,Male,55,682,9,0.0,0.0,1,1,0,100153.43,1,cliente em risco de churn,"Gustavo, sentimos sua falta! Queremos entender como podemos melhorar para você continuar conosco. Estamos aqui para ajudar."
15702912,Vanessa Gomes Carvalho,vanessa.gomes@terra.com.br,32263-9,12/06/1989,Barcelona,Spain,Female,35,752,2,0.0,0.0,1,1,0,44335.54,1,cliente em risco de churn,"Vanessa, sabemos que você está longe, mas estamos aqui para ajudar. Queremos entender como podemos melhorar sua experiência conosco."
15662291,Patrícia Rocha Alves,patricia.rocha@terra.com.br,87891-5,14/02/1969,Marseille,France,Female,55,534,8,116973.26,79672.5,3,1,0,122066.5,1,cliente em risco de churn,"Patrícia, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou em Marseille!"
15621083,Paulo Roberto Mendes,paulo.roberto@uol.com.br,87574-4,,Toulouse,France,Male,57,698,6,136325.48,357317.73,2,1,1,72549.27,1,cliente em risco de churn,"Paulo, valorizamos muito sua confiança no ABC Bank. Estamos aqui para oferecer soluções que se adaptem às suas necessidades, seja em Toulouse ou no mundo todo."
15774358,Paulo Roberto Mendes,paulo.roberto@terra.com.br,36447-9,13/10/1965,Hamburg,Germany,Male,59,443,4,110939.3,108881.83,1,1,0,72846.58,1,cliente em risco de churn,"Paulo, sabemos que você tem um histórico importante conosco e queremos garantir que você continue satisfeito. Estamos aqui para oferecer soluções que se adaptem às suas necessidades, inclusive com benefícios exclusivos para clientes como você."
15804394,Lucas Ferreira Lima,lucas.ferreira@gmail.com,36178-9,01/12/1992,Cologne,Germany,Male,32,663,8,130627.66,309611.45,1,1,0,47161.25,1,cliente em risco de churn,"Lucas, sabemos que você tem um perfil importante para o ABC Bank e queremos garantir que você esteja sempre satisfeito. Estamos aqui para oferecer soluções que se adaptem às suas necessidades, inclusive com benefícios exclusivos para clientes como você."
15666055,Larissa Pereira Gomes,larissa.pereira@terra.com.br,88430-3,12/07/1975,Nice,France,Female,49,705,7,0.0,0.0,1,1,0,63405.2,1,cliente em risco de churn,"Larissa, sentimos que você não está aproveitando ao máximo os nossos serviços e gostaríamos de conversar sobre como podemos melhor atendê-la em Nice. Você está disponível para uma breve conversa sobre suas necessidades financeiras e como o ABC Bank pode apoiá-la?"
15609070,Marcos Pereira Rocha,marcos.pereira@hotmail.com,98224-2,07/12/1979,Berlin,Germany,Male,45,515,7,120961.5,309286.53,3,1,1,39288.11,1,cliente em risco de churn,"Marcos, valorizamos muito sua confiança no ABC Bank. Estamos aqui para oferecer soluções que se adaptem ao seu perfil, como você merece!"
15688951,Mateus Carvalho Alves,mateus.carvalho@outlook.com,14654-2,,Berlin,Germany,Male,43,789,8,0.0,253389.27,2,0,1,148412.24,1,cliente em risco de churn,"Mateus, valorizamos muito sua confiança no ABC Bank. Estamos aqui para ajudar com qualquer necessidade, seja ajustando seu limite ou oferecendo soluções que se encaixem melhor no seu momento."
15684181,Marcos Pereira Rocha,marcos.pereira@terra.com.br,86627-4,22/07/1979,Toulouse,France,Male,45,643,5,0.0,0.0,1,1,0,142513.5,1,cliente em risco de churn,"Marcos, sabemos que você está longe, mas estamos aqui para ajudar. Que tal conversarmos sobre como podemos melhorar sua experiência no ABC Bank?"
15797276,Mariana Costa Santos,mariana.costa@outlook.com,98111-7,,Barcelona,Spain,Female,41,662,4,90350.77,195113.51,1,1,0,75884.65,1,cliente em risco de churn,"Mariana, sabemos que você tem um saldo significativo conosco e queremos garantir que o ABC Bank continue sendo a melhor opção para você. Estamos aqui para oferecer soluções personalizadas que atendam às suas necessidades."
15792862,Diego Martins Nunes,sem_email@banco.com,65901-6,,Stuttgart,Germany,Male,41,653,1,104584.11,273518.61,1,1,0,15126.32,1,cliente em risco de churn,"Diego, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou em Stuttgart!"
15679884,Felipe Lima Santos,felipe.lima@yahoo.com.br,16587-4,,Marseille,France,Male,48,544,10,78314.63,78425.18,3,1,1,103713.93,1,cliente em risco de churn,"Felipe, valorizamos muito sua confiança no ABC Bank. Estamos aqui para oferecer o melhor atendimento e produtos que combinem com suas necessidades."
15693764,André Costa Araújo,andre.costa@gmail.com,58737-4,27/04/1972,Barcelona,Spain,Male,52,663,0,0.0,239790.02,1,1,0,144593.3,1,cliente em risco de churn,"André, sabemos que você tem um limite de crédito disponível e queremos ajudar a aproveitá-lo da melhor forma. Estamos aqui para oferecer soluções que combinem com suas necessidades em Barcelona!"
15593128,Juliana Alves Pereira,juliana.alves@hotmail.com,70342-2,23/06/1968,Marseille,France,Female,56,608,10,129255.2,365955.06,2,1,0,142492.04,1,cliente em risco de churn,"Juliana, valorizamos muito sua presença no ABC Bank. Que tal explorarmos juntos benefícios exclusivos para você?"
15789563,Juliana Alves Pereira,juliana.alves@outlook.com,28117-2,09/04/1978,Berlin,Germany,Female,46,706,7,111288.18,177924.14,1,1,1,149170.25,1,cliente em risco de churn,"Juliana, valorizamos muito sua confiança no ABC Bank. Queremos entender como podemos melhorar sua experiência e oferecer soluções que atendam às suas necessidades."
15616530,Fernando Henrique Costa,fernando.henrique@terra.com.br,05032-4,,Bordeaux,France,Male,36,638,6,188455.19,143537.19,1,0,0,47031.4,1,cliente em risco de churn,"Fernando, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou em Bordeaux!"
